Asset,Strategy,LeverageType,Criteria,ExposureBull,ExposureOscillate,ExposureBear,VolTarget,TotalReturn,AnnualReturn,Vol,Sharpe,MDD,Calmar
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.3,0.3,0.45,0.6798405870351039,0.19727033681074135,0.322604491760256,0.5494974228148072,-0.2683073029191843,0.7352402810674158
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.3,0.3,0.45,0.696157326078795,0.20129425841952076,0.32251973482049856,0.5621183414417161,-0.2672630813066166,0.7531689653333999
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.0,0.15,0.5466005192353325,0.16341474857095895,0.3176570053738393,0.45147673794311327,-0.297661049897994,0.548996076668277
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.0,0.15,0.5697252248233737,0.16942356498503908,0.31764289356651443,0.4704136878596649,-0.29598190566796406,0.5724118999865498
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.0,0.25,0.5295068714444162,0.15893525638474726,0.3179617026095131,0.4369559454629441,-0.29766104989799413,0.5339471067484745
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.0,0.25,0.5516007047808063,0.16471896200747027,0.31794794144577215,0.45516558889925357,-0.2959819056679635,0.5565169993609482
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.0,0.35,0.5403403453340923,0.16177800180442503,0.3192062876656056,0.44415792320779396,-0.28663578676874796,0.5644026645386897
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.0,0.35,0.5610158800027911,0.16716732176557048,0.3191934872463798,0.46105991395737544,-0.28499644321026757,0.5865593264342464
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.0,0.45,0.6755923175839373,0.19621847419223903,0.3218006604244004,0.547601344135953,-0.2384014343701733,0.8230591175368707
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.0,0.45,0.6961615102666785,0.20129528704675037,0.3217899796283013,0.5633963097799505,-0.23678471680652852,0.8501194239289702
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.3,0.15,0.5510536589362665,0.1645764082027099,0.3195587294006403,0.45242515663357197,-0.31538396672188634,0.5218287090283115
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.3,0.15,0.5694227708399351,0.16934534841784243,0.3194700975617469,0.46747833226856894,-0.3142462330090796,0.538893805651282
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.3,0.25,0.5339871281282571,0.16011248210921236,0.3198616522102789,0.43804088780577427,-0.31538396672188646,0.5076747679136258
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.3,0.25,0.5513783797191594,0.16466103063270499,0.31977339031561064,0.4523860803112077,-0.314246233009081,0.5239872855626138
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.3,0.35,0.5450680236307246,0.16301447205969155,0.3210985662240832,0.44539118857318993,-0.3046369165856308,0.5351106946812522
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.3,0.35,0.5610094003793802,0.16716564009829504,0.32101158996643187,0.45844338552911484,-0.30354576618421814,0.5507098392432999
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.3,0.45,0.6809806081584013,0.1975523080296897,0.32367710408494665,0.5485476290689144,-0.2576145344156829,0.7668523380397564
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.3,0.45,0.6964024645616873,0.201354519677585,0.3235932396508493,0.5604397665206571,-0.2565796329857155,0.7847642360950565
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.5,0.15,0.5509873260086269,0.164559120379435,0.32291672726286896,0.44766686942716744,-0.32735394073293833,0.5026947896548631
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.5,0.15,0.5679706572472758,0.1689696852837439,0.3227510478312198,0.46156220494021905,-0.32639107282403984,0.5176908909357238
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.5,0.25,0.5339215291284036,0.16009526161603205,0.323216550603764,0.4334408660519892,-0.3273539407329391,0.4890586050608765
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.5,0.25,0.5499429621416541,0.16428687247933027,0.32305129464674803,0.44663765436106956,-0.32639107282403945,0.503343645577889
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.5,0.35,0.5450021215011449,0.16299725309916635,0.32444051994991124,0.4407502895176071,-0.316794794333338,0.5145199858544938
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.5,0.35,0.559565072756792,0.16679067759797306,0.324276840784784,0.4526708637062215,-0.31588011346058514,0.5280189239224926
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.5,0.5,0.45,0.6809124818574459,0.19753546127456034,0.32699222696222074,0.5429348058939396,-0.2705945287239057,0.7300053781800986
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.5,0.5,0.45,0.6948354965533878,0.20096922115359828,0.3268323451698775,0.5537065832928377,-0.2697457600857034,0.745031992679872
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.0,0.15,0.5459074673132822,0.16323376062655237,0.3176578309088618,0.45090580709671574,-0.2976610498979937,0.5483880429854407
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.0,0.15,0.5690209110762801,0.169241409643073,0.3176437160925043,0.46983901170458187,-0.2959819056679628,0.5717964726969854
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.0,0.25,0.514559997877087,0.15499147560842919,0.3181452830848042,0.42430764429232826,-0.29766104989799375,0.5206978731733414
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.0,0.25,0.5362043159714129,0.1606942369305575,0.3181316933883351,0.44225155762401747,-0.2959819056679621,0.5429191239508648
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.0,0.35,0.5272294759784,0.1583359880452342,0.32021700613289933,0.43200699961519456,-0.2804258608730819,0.5646269126259206
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.0,0.35,0.547012130095184,0.16352221416170498,0.320204802833869,0.448220054451114,-0.2787858479747201,0.5865513452337542
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.0,0.45,0.6753261968421562,0.19615252532985594,0.32441731868435786,0.5429812626657078,-0.2217126260158718,0.8847151777265672
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.0,0.45,0.6945194274159372,0.20089147538191265,0.3244076948086594,0.5576053782836601,-0.22010046992735335,0.9127262447382286
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.3,0.15,0.5503586115040677,0.1643952395433954,0.3195595531352588,0.45185705802473,-0.3153839667218862,0.5212542706343833
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.3,0.15,0.5687185927996974,0.16916320525928152,0.3194709163855807,0.46690699406030184,-0.31424623300908044,0.5383141864246098
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.3,0.25,0.5190418232203609,0.15617667683990177,0.32004419092352576,0.425493355923592,-0.3153839667218863,0.49519535968555556
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.3,0.25,0.5360298244558404,0.16064847301387175,0.31995609740439995,0.43958678754636415,-0.3142462330090809,0.5112184527259852
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.3,0.35,0.532066861953117,0.15960819101697266,0.32210322497113625,0.43342686503521655,-0.2985836928066779,0.5345509311532065
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.3,0.35,0.5471566669350729,0.163559946193367,0.3220170454900422,0.4458147424304791,-0.29749629229665936,0.5497881836801757
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.3,0.45,0.6809036016598891,0.19753326528345316,0.32627892391989305,0.5441150263418196,-0.24134358566971978,0.8184732348916813
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.3,0.45,0.6949540569961237,0.20099838186677088,0.32619670882788043,0.5548749480555787,-0.2403249470101802,0.8363608704270579
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.5,0.15,0.5502923083010831,0.1643779544095212,0.32291754448489607,0.44710470792110907,-0.3273539407329393,0.5021413643027546
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.5,0.15,0.5672671307500914,0.168787600640377,0.32275185975077536,0.460996880870861,-0.32639107282403934,0.5171330183144196
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.5,0.25,0.5189768657247467,0.15615951539981943,0.32339723870691917,0.4210286888788648,-0.3273539407329386,0.4770356973561447
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.5,0.25,0.534608608403784,0.16027560399163576,0.32323217909726615,0.4339778433675826,-0.3263910728240397,0.4910538839340185
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.5,0.35,0.532025687731013,0.15959737352233705,0.3254348675358539,0.4289564132428352,-0.3108474064211989,0.5134267496704871
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.5,0.35,0.5457495241661763,0.16319250694649656,0.3252721975460091,0.4402236281698877,-0.3099377769959112,0.5265331271594216
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.5,0.45,0.6809835167918741,0.1975530272872923,0.3295675552332131,0.5387454695340074,-0.2546080440068206,0.775910392218402
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.5,0.45,0.6935357894518837,0.20064946236385817,0.32940991265586284,0.5484032368891828,-0.2537789479157219,0.7906466001683179
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.8,0.15,0.545587499961248,0.16315018446198737,0.3309625774650617,0.43252679973190966,-0.3455106789991226,0.4722001210920653
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.8,0.15,0.5631833267291229,0.16772958722553732,0.3307910579746563,0.44659486302333995,-0.34456126110742896,0.48679177306946814
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.8,0.25,0.5143671050158594,0.15494041447756124,0.3314307576768462,0.40714511659515845,-0.34551067899912236,0.44843885846421205
