Date,Open,High,Low,Close,Volume
2023-07-11,19.339905568278134,19.629858434292203,18.991960654280962,19.557371139526367,162478600
2023-07-12,20.214599626808866,20.509384242109398,19.885985395072655,20.282255172729492,230335400
2023-07-13,20.789674415258386,21.437237562451966,20.697856434165985,21.292261123657227,164773200
2023-07-14,21.36958554964084,21.920497214297804,21.127957497178958,21.272933959960938,186056400
2023-07-17,21.398577740601304,22.0219785002523,21.316425095293713,21.862504959106445,145525200
2023-07-18,21.75618974381167,22.635715694315003,21.413078356813543,22.384422302246094,196113200
2023-07-19,22.58255722860177,22.780692154957453,22.142794253350107,22.384422302246094,200573800
2023-07-20,21.82384422709259,22.084802949474682,20.630201134455543,20.813838958740234,233862800
2023-07-21,21.205273332267765,21.350249760401063,20.543211299449375,20.630197525024414,205108600
2023-07-24,20.770344870034837,20.929820251881065,20.39340573981726,20.71235466003418,126429200
2023-07-25,20.818674673815472,21.398580546916357,20.818674673815472,21.127958297729492,138199200
2023-07-26,20.934650560876946,21.190775660609972,20.509384748689236,20.91048812866211,205764600
2023-07-27,21.799681084834926,22.07996864004119,20.51422004349796,20.731685638427734,261103200
2023-07-28,21.40824200494749,22.03164273320551,21.32608936377691,21.85283851623535,204487600
2023-07-31,21.905999037295395,22.08963502077877,21.659537403631187,21.896333694458008,159009200
2023-08-01,21.645041180194603,21.85767320072764,21.364751757083322,21.72719383239746,153056600
2023-08-02,21.113456088421906,21.118289681251625,20.06962309774166,20.306419372558594,258044000
2023-08-03,19.86665533496467,20.51905022647286,19.837659310029146,20.161441802978516,201340200
2023-08-04,20.485223154138577,20.862162273834674,19.799000465104605,19.881153106689453,247452800
2023-08-07,20.16627846332037,20.39340943860846,19.78450567099916,20.37407875061035,149792200
2023-08-08,19.953642828603307,19.953642828603307,19.330242079117635,19.85215950012207,188780000
2023-08-09,19.890815514511146,19.91497794414974,19.064448253934806,19.190093994140625,199430600
2023-08-10,19.649189801792257,20.175938940074538,19.02578909031154,19.277082443237305,260554200
2023-08-11,18.86148210893786,19.170765670688528,18.653681870234983,18.890478134155273,201573800
2023-08-14,18.76483285023732,19.54287352330545,18.65368233918067,19.51871109008789,142553600
2023-08-15,19.3640702473738,19.494549605266936,18.788996197526785,18.919475555419922,162553600
2023-08-16,18.80832451638047,19.049952540548617,18.276743600600753,18.291240692138672,190222000
2023-08-17,18.484542522139744,18.537700978597385,17.605016724773478,17.672672271728516,210232800
2023-08-18,17.170088632080294,17.78865769324723,17.092767729868893,17.59052276611328,247002000
2023-08-21,17.817648870061486,18.547366489693157,17.74032798090933,18.441049575805664,191487200
2023-08-22,18.8324869143887,18.837318663260696,18.252579345555784,18.358896255493164,180368000
2023-08-23,18.53286835376055,19.38823176379995,18.4990405785168,19.22392463684082,175454000
2023-08-24,19.755509328113643,19.77000642079336,17.92880006796665,17.957796096801758,232397200
2023-08-25,18.08827584869942,18.63435575419616,17.566358379344862,18.3830623626709,278289400
2023-08-28,18.822826903451194,18.929142000019734,18.402394580465575,18.79383087158203,182641000
2023-08-29,18.750332271624156,20.064789170342145,18.697173817120806,19.992300033569336,187495600
2023-08-30,20.021300398698447,20.43206734688714,19.852161500850332,20.32575225830078,185958200
2023-08-31,20.316086638415953,20.7703467032191,20.306421295316863,20.509387969970703,162242800
2023-09-01,20.88149387475852,20.953983021025834,20.175940470789016,20.436899185180664,165058400
2023-09-05,20.282256745294852,20.69302364507585,20.132446708087112,20.49005699157715,123778600
2023-09-06,20.364409157915777,20.41273586782848,19.610530918032445,19.948808670043945,148058200
2023-09-07,19.204596199577917,19.6201948532242,19.030623726971065,19.513879776000977,168623000
2023-09-08,19.4800509159298,19.929479163993772,19.412393524311483,19.571868896484375,149541600
2023-09-11,20.050292355827377,20.34024521995131,19.73617521679699,20.23876190185547,141712800
2023-09-12,19.977808219688935,20.204939187651423,19.52354812723977,19.591203689575195,155524200
2023-09-13,19.610531399885016,20.05029433178092,19.422059991807743,19.784502029418945,170849400
2023-09-14,20.055125195810497,20.412735468262582,19.71684560694511,20.248428344726562,152379800
2023-09-15,20.03096646404973,20.09862202562797,19.054788884265296,19.209430694580078,179839600
2023-09-18,19.054783366103933,19.436556031279927,19.0064585056786,19.252918243408203,124798200
2023-09-19,19.04512011283051,19.24808860450954,18.653682063969466,19.136938095092773,148741400
2023-09-20,19.28679261889539,19.34983771852108,18.282929043946456,18.30717658996582,196038400
2023-09-21,17.725227641222205,17.836767841731486,17.24996867167292,17.264516830444336,216821200
2023-09-22,17.521545254603303,17.836767064045997,17.225720372687018,17.27906608581543,188181200
2023-09-25,17.1238767229823,17.52639111436307,16.97838776588741,17.50699234008789,162538400
2023-09-26,17.123877181291256,17.20631919921386,16.57102319946557,16.726211547851562,210679400
2023-09-27,16.88140014041819,17.104480528319787,16.309149162778983,16.828054428100586,256871600
2023-09-28,16.677715538153848,17.540940714840247,16.551627194917838,17.23541831970215,268145800
2023-09-29,17.739775155784404,17.943456749824286,17.085080353579645,17.274213790893555,286858200
2023-10-02,17.29846371890532,17.894964126426274,17.206322296996625,17.686431884765625,236463200
2023-10-03,17.317859978623744,17.647631761664087,16.50798052760667,16.750459671020508,266539000
2023-10-04,16.866847973332373,17.550639057387226,16.798954111790174,17.429399490356445,252759200
2023-10-05,17.405150533653337,17.45849623481027,16.731058891693174,17.245115280151367,218006200
2023-10-06,16.803807455652727,18.27807942386429,16.68741663844086,18.11319351196289,294897400
2023-10-09,17.754324286373574,18.47206237373975,17.526393285329142,18.379920959472656,210966000
2023-10-10,18.433263727541377,19.092807295740524,18.355670475398483,18.680593490600586,216109600
2023-10-11,18.88428012927934,19.11221117770966,18.622403989559103,19.078264236450195,191710800
2023-10-12,19.14130429810379,19.42257914431714,18.486609496628724,18.855178833007812,236509200
2023-10-13,18.95702220872621,19.04916363037088,17.928911012068806,18.142292022705078,259511000
2023-10-16,18.34112215138017,18.913373074450817,18.31687460717596,18.75333595275879,173152200
2023-10-17,18.195638993066186,18.826084529319388,17.870715910170116,18.57390594482422,210387000
2023-10-18,18.171388459027334,18.515708414970593,17.618536281885955,17.788270950317383,263165200
2023-10-19,18.016201053690363,18.190784482567857,17.186920979169294,17.313011169433594,370050400
2023-10-20,17.225720972058227,17.313013623856758,16.498283440383315,16.532230377197266,277722800
2023-10-23,16.328542873215564,17.17237101552051,16.032719904043205,16.67771339416504,263599000
2023-10-24,16.92504621752174,17.259666794498404,16.682567055952486,17.14812660217285,245074600
2023-10-25,16.794106878897107,16.818354424526877,15.799942708323313,15.892084121704102,328363200
2023-10-26,15.70294948411691,15.829037821804192,14.776678326605538,14.965812683105469,374047400
2023-10-27,15.314983107644558,15.63020581827838,15.009459785026435,15.179194450378418,294702200
2023-10-30,15.49441914404158,15.853287275282451,15.314984153436528,15.669004440307617,264305600
2023-10-31,15.673853166529964,15.950279268200765,15.324683499943367,15.896933555603027,222923600
2023-11-01,16.00362706095459,16.794109764078037,15.989078901071222,16.716516494750977,332635600
2023-11-02,17.342108801919775,17.64278429390491,17.167525359760607,17.603986740112305,234134000
2023-11-03,17.797967678506737,18.418713630246856,17.764020749894005,18.2247314453125,228661200
2023-11-06,18.336273600715586,18.53025580662652,18.098643224761037,18.433263778686523,183599600
2023-11-07,18.59815200905402,19.09280974875627,18.41386916776892,18.952173233032227,204502200
2023-11-08,19.01036586182472,19.121906049601925,18.636947746238892,18.98611831665039,187960200
2023-11-09,19.07825943228326,19.257693483752146,18.457513405600157,18.535106658935547,258365200
2023-11-10,18.792135351857397,19.800849569697164,18.709693323460282,19.771751403808594,248927600
2023-11-13,19.5195749908079,19.752354793546672,19.277095798375505,19.59231948852539,180430400
2023-11-14,20.596182760403142,20.98899785983254,20.508890104981187,20.824111938476562,233552400
2023-11-15,21.15388061034043,21.231473864643664,20.659222920418912,20.882305145263672,218432600
2023-11-16,20.736816232058214,20.9550478385048,20.528285863641607,20.91625213623047,178045000
2023-11-17,20.795011756588007,21.095685374975638,20.64467402240967,20.93079948425293,157517000
2023-11-20,20.925953921449462,21.798878597263965,20.921103301878816,21.67763900756836,165655600
2023-11-21,21.381810675450243,21.415757607110276,20.993844420786274,21.284818649291992,148275200
2023-11-22,21.614592295431105,22.026806129751584,21.36241374562276,21.532150268554688,171446400
2023-11-24,21.459403932401976,21.55639595858743,21.265419880031068,21.425457000732422,63975400
2023-11-27,21.34301653539552,21.697037764937463,21.226627565383076,21.362415313720703,121856400
2023-11-28,21.24117416494389,21.62914045312243,21.178129064999506,21.532150268554688,158349000
2023-11-29,21.939515750758975,22.177144297424718,21.401211706315237,21.454557418823242,177523200
2023-11-30,21.483650069296402,21.56124331516867,20.775611469465833,21.275117874145508,186394600
2023-12-01,21.09083866987144,21.55154760523501,20.81441071869639,21.454557418823242,172937600
2023-12-04,20.80956083330631,20.88715408825578,20.23730988431554,20.843507766723633,181143600
2023-12-05,20.518586079957974,21.192677812453045,20.494336685288822,20.993844985961914,167540400
2023-12-06,21.473949945956743,21.493348719251838,20.567078569052796,20.620424270629883,163000600
2023-12-07,21.085986460662827,21.600042919743203,20.906552409367514,21.483652114868164,162755400
2023-12-08,21.168427916032716,21.823120800046564,21.139329755643857,21.740678787231445,181789000
2023-12-11,21.66308606420707,22.346879033429925,21.62913913168851,22.293533325195312,151540000
2023-12-12,22.29838520825906,22.84153805438,22.099552354323844,22.83184051513672,142899400
2023-12-13,22.977323962435868,23.796902794570936,22.84153438524113,23.63686752319336,230081400
2023-12-14,23.884197538132668,24.116977312447098,23.05976801453831,23.598072052001953,202697800
2023-12-15,23.733857881570632,24.146073535185604,23.61746892876265,23.87934684753418,156731000
2023-12-18,24.000587857341106,24.538890033779694,23.942391527480858,24.378854751586914,116436000
2023-12-19,24.451594808390418,24.761969651647973,24.422498496500218,24.742570877075195,120349600
2023-12-20,24.588163760283468,24.97296312751618,23.60424730818874,23.64321517944336,176165000
2023-12-21,24.300783561356504,24.485877243904607,23.838050284031485,24.427427291870117,149089400
2023-12-22,24.646613116199656,24.812222848867304,24.17900982093465,24.52484130859375,132420000
2023-12-26,24.666101615612096,25.08986706422958,24.656359646230115,24.97296714782715,87371200
2023-12-27,25.011929163442176,25.16292687755569,24.851191339596514,25.104476928710938,111495600
2023-12-28,25.28956853556997,25.33340646136644,24.97296294534243,25.041154861450195,85768200
2023-12-29,25.026545355635587,25.094737278600963,24.354364378522998,24.69532585144043,134245400
